candidate_id,predownload_status,predownload_score,predownload_reasons,direct_repository_signal,explicit_file_signal,publication_doi_signal,human_clinical_health_signal,participant_signal,open_license_signal,restriction_signal_strict,active_expansion_doi_match,original_paper_doi_match,title,publisher,repository_client,doi,url,publication_year,formats,rights_license_short,related_publications_short,description_short
RCTC-00158,Landing page / file manifest first,9,direct/open repository client; publication DOI signal; human clinical/health signal; participant/treatment-arm signal; open license signal,yes,no,yes,yes,yes,yes,no,,,Data from: Are statin trials in diabetes representative of real-world diabetes care: a population-based study on statin initiators in Finland,Dryad,dryad.dryad,10.5061/dryad.4m94c,https://datadryad.org/dataset/doi:10.5061/dryad.4m94c,2014,,Creative Commons Zero v1.0 Universal cc0-1.0 https://creativecommons.org/publicdomain/zero/1.0/legalcode,IsCitedBy:DOI:10.1136/bmjopen-2014-005402,"Objective: To assess the representativeness of the Heart Protection Study (HPS) and the Collaborative Atorvastatin Diabetes Study (CARDS) for incident statin users. Design: A population based analysis with linked register data. Setting: Finland. Population: 56 963 diabetic patients initiating statin use in 2005 to 2008. Main outcome measures: We determined the proportions of real-world patients who fulfilled the eligibility criteria for HPS and CARDS trials and assessed the cardiovascular disease (CVD) event rates, assumed to reflect the background CVD risk, for those eligible and ineligible. We used descriptive statistics to identify the patient characteristics, lipid-lowering interventions, and adherence to statin therapy. Results: Of the real-world patients 57% (N=32 582) fulfilled the eligibility criteria for HPS(DM) and 49% (N=20 499) of those without CVD for CARDS. The patients ..."
RCTC-05229,Landing page / file manifest first,9,direct/open repository client; publication DOI signal; human clinical/health signal; participant/treatment-arm signal; open license signal,yes,no,yes,yes,yes,yes,no,,,Data from: BCI training to move a virtual hand reduces phantom limb pain: a randomized crossover trial,Dryad,dryad.dryad,10.5061/dryad.15dv41nt9,https://datadryad.org/dataset/doi:10.5061/dryad.15dv41nt9,2020,,Creative Commons Zero v1.0 Universal cc0-1.0 https://creativecommons.org/publicdomain/zero/1.0/legalcode,IsCitedBy:DOI:10.1212/wnl.0000000000009858,"Objective: To determine whether training with a brain–computer interface (BCI) to control an image of a phantom hand, which moves based on cortical currents estimated from magnetoencephalographic signals, reduces phantom limb pain. Methods: Twelve patients with chronic phantom limb pain of the upper limb due to amputation or brachial plexus root avulsion participated in a randomized single-blinded crossover trial. Patients were trained to move the virtual hand image controlled by the BCI with a real decoder, which was constructed to classify intact hand movements from motor cortical currents, by moving their phantom hands for 3 days (“real training”). Pain was evaluated using a visual analogue scale (VAS) before and after training, and at follow-up for an additional 16 days. As a control, patients engaged in the training with the same hand image controlled by randomly changing values ..."
RCTC-00170,Landing page / file manifest first,9,direct/open repository client; publication DOI signal; human clinical/health signal; participant/treatment-arm signal; open license signal,yes,no,yes,yes,yes,yes,no,,,"Data from: Can recombinant human thrombomodulin increase survival among patients with severe septic-induced disseminated intravascular coagulation: a single-centre, open-label, randomised controlled trial",Dryad,dryad.dryad,10.5061/dryad.2n6v4,https://datadryad.org/dataset/doi:10.5061/dryad.2n6v4,2016,,Creative Commons Zero v1.0 Universal cc0-1.0 https://creativecommons.org/publicdomain/zero/1.0/legalcode,IsCitedBy:DOI:10.1136/bmjopen-2016-012850,"Objective: To determine whether treatment with recombinant human thrombomodulin (rhTM) increases survival among severe septic patients with sepsis-induced disseminated intravascular coagulation (DIC) Design: Single-center, open-label, randomized controlled trial Setting: Single tertiary hospital Participant: 92 severe septic patients with sepsis-induced DIC Interventions: Patients with DIC scores ≥4, as defined by the Japanese Association of Acute Medicine, were diagnosed with DIC. Randomization was performed by the envelope method. The treatment group (rhTM group, n = 47) was intravenously treated with rhTM within 24 h of admission (day 0), and the control group (n = 45) did not receive any anti-coagulants, except in cases of deep venous thrombosis and pulmonary embolism. Primary and secondary measurements: Data were collected on days 0 (admission), 1, 2, 3, 5, 7, and 10. The primary..."
RCTC-00173,Landing page / file manifest first,9,direct/open repository client; publication DOI signal; human clinical/health signal; participant/treatment-arm signal; open license signal,yes,no,yes,yes,yes,yes,no,,,Data from: Cost-effectiveness of a specialist geriatric medical intervention for frail older people discharged from acute medical units: economic evaluation in a two-centre randomised controlled trial (AMIGOS),Dryad,dryad.dryad,10.5061/dryad.6vh02,https://datadryad.org/dataset/doi:10.5061/dryad.6vh02,2016,,Creative Commons Zero v1.0 Universal cc0-1.0 https://creativecommons.org/publicdomain/zero/1.0/legalcode,IsCitedBy:DOI:10.1371/journal.pone.0121340,"Background: Poor outcomes and high resource-use are observed for frail older people discharged from acute medical units. A specialist geriatric medical intervention, to facilitate Comprehensive Geriatric Assessment, was developed to reduce the incidence of adverse outcomes and associated high resource-use in this group in the post-discharge period. Objective: To examine the costs and cost-effectiveness of a specialist geriatric medical intervention for frail older people in the 90 days following discharge from an acute medical unit, compared with standard care. Methods: Economic evaluation was conducted alongside a two-centre randomised controlled trial (AMIGOS). 433 patients (aged 70 or over) at risk of future health problems, discharged from acute medical units within 72 hours of attending hospital, were recruited in two general hospitals in Nottingham and Leicester, UK. Participant..."
RCTC-01948,Landing page / file manifest first,9,direct/open repository client; publication DOI signal; human clinical/health signal; participant/treatment-arm signal; open license signal,yes,no,yes,yes,yes,yes,no,,,Data from: Early sitting in ischemic stroke patients (SEVEL): a randomized controlled trial,Dryad,dryad.dryad,10.5061/dryad.jh15q,https://datadryad.org/dataset/doi:10.5061/dryad.jh15q,2016,,Creative Commons Zero v1.0 Universal cc0-1.0 https://creativecommons.org/publicdomain/zero/1.0/legalcode,IsCitedBy:DOI:10.1371/journal.pone.0149466,"Background: Extended immobility has been associated with medical complications during hospitalization. However no clear recommendations are available for mobilization of ischemic stroke patients. Objective: As early mobilization has been shown to be feasible and safe, we tested the hypothesis that early sitting could be beneficial to stroke patient outcome. Methods: This prospective multicenter study tested two sitting procedures at the acute phase of ischemic stroke, in a randomized controlled fashion (clinicaltrials.org registration number NCT01573299). Patients were eligible if they were above 18 years of age and showed no sign of massive infarction or any contra-indication for sitting. In the early-sitting group, patients were seated out of bed at the earliest possible time but no later than one calendar day after stroke onset, whereas the progressively-sitting group was first sea..."
RCTC-00180,Landing page / file manifest first,9,direct/open repository client; publication DOI signal; human clinical/health signal; participant/treatment-arm signal; open license signal,yes,no,yes,yes,yes,yes,no,,,Data from: Economic evaluation of a general hospital unit for older people with delirium and dementia (TEAM randomised controlled trial),Dryad,dryad.dryad,10.5061/dryad.90p17,https://datadryad.org/dataset/doi:10.5061/dryad.90p17,2016,,Creative Commons Zero v1.0 Universal cc0-1.0 https://creativecommons.org/publicdomain/zero/1.0/legalcode,IsCitedBy:DOI:10.1371/journal.pone.0140662,"Background: One in three hospital acute medical admissions is of an older person with cognitive impairment. Their outcomes are poor and the quality of their care in hospital has been criticised. A specialist unit to care for older people with delirium and dementia (the Medical and Mental Health Unit, MMHU) was developed and then tested in a randomised controlled trial where it delivered significantly higher quality of, and satisfaction with, care, but no significant benefits in terms of health status outcomes at three months. Objective: To examine the cost-effectiveness of the MMHU for older people with delirium and dementia in general hospitals, compared with standard care. Methods: Six hundred participants aged over 65 admitted for acute medical care, identified on admission as cognitively impaired, were randomised to the MMHU or to standard care on acute geriatric or general medica..."
RCTC-00895,Landing page / file manifest first,9,direct/open repository client; publication DOI signal; human clinical/health signal; participant/treatment-arm signal; open license signal,yes,no,yes,yes,yes,yes,no,,,Data from: Efficacy and safety of four weeks’ treatment with combined fluticasone furoate/vilanterol in a single inhaler given once daily in COPD: a placebo-controlled randomised trial,Dryad,dryad.dryad,10.5061/dryad.7p1r30q5,https://datadryad.org/dataset/doi:10.5061/dryad.7p1r30q5,2012,,Creative Commons Zero v1.0 Universal cc0-1.0 https://creativecommons.org/publicdomain/zero/1.0/legalcode,IsCitedBy:DOI:10.1136/bmjopen-2011-000370,"BACKGROUND: Fluticasone furoate/vilanterol (FF/VI) is a novel once-daily (OD) inhaled corticosteroid/long-acting β2 agonist combination in development for chronic obstructive pulmonary disease (COPD) and asthma. TRIAL DESIGN: A multicentre, randomised, double-blind, parallel-group, placebo-controlled study. METHODS: Participants were patients with moderate-to-severe COPD treated with placebo or FF/VI 400/25 μg OD for 4 weeks. Study objectives were to assess the safety and efficacy of FF/VI 400/25 μg OD administered for 4 weeks via a novel dry powder inhaler. Co-primary end points were change from baseline in weighted mean (wm) heart rate 0–4 h postdose at day 28 and the incidence of adverse events (AEs). Secondary end points included change from baseline in trough forced expiratory volume in one second (FEV1) (23–24 h postdose; day 29) and wm FEV1 (0–4 h postdose; day 28). Patients we..."
RCTC-01934,Landing page / file manifest first,9,direct/open repository client; publication DOI signal; human clinical/health signal; participant/treatment-arm signal; open license signal,yes,no,yes,yes,yes,yes,no,,,"Data from: First-in-human randomized controlled trial of an oral, replicating Adenovirus 26 vector vaccine for HIV-1",Dryad,dryad.dryad,10.5061/dryad.697r480,https://datadryad.org/dataset/doi:10.5061/dryad.697r480,2018,,Creative Commons Zero v1.0 Universal cc0-1.0 https://creativecommons.org/publicdomain/zero/1.0/legalcode,IsCitedBy:DOI:10.1371/journal.pone.0205139,"Background: Live, attenuated viral vectors that express HIV-1 antigens are being investigated as an approach to generating durable immune responses against HIV-1 in humans. We recently developed a replication-competent, highly attenuated Ad26 vector that expresses mosaic HIV-1 Env (rcAd26.MOS1.HIV-Env, “rcAd26”). Here we present the results of a first-in-human, placebo-controlled clinical trial to test the safety, immunogenicity and mucosal shedding of rcAd26 given orally. Methods: Healthy adults were randomly assigned to receive a single oral dose of vaccine or placebo at 5:1 ratio in a dosage escalation of 10^8 to 10^11 rcAd26 VP (nominal doses) at University of Rochester Medical Center, Rochester, NY, USA. Participants were isolated and monitored for reactogenicity for 10 days post-vaccination, and adverse events were recorded up to day 112. Rectal and oropharyngeal secretions were..."
RCTC-05235,Landing page / file manifest first,9,direct/open repository client; publication DOI signal; human clinical/health signal; participant/treatment-arm signal; open license signal,yes,no,yes,yes,yes,yes,no,,,Data from: Home-based TB contact investigation in Uganda: a household-randomized trial,Dryad,dryad.dryad,10.5061/dryad.kn4gv14,https://datadryad.org/dataset/doi:10.5061/dryad.kn4gv14,2020,,Creative Commons Zero v1.0 Universal cc0-1.0 https://creativecommons.org/publicdomain/zero/1.0/legalcode,IsCitedBy:DOI:10.1183/23120541.00112-2019,"Introduction: The World Health Organization(WHO) recommends household tuberculosis(TB) contact investigation in low-income countries, but most contacts do not complete evaluation. Methods: We performed a randomized trial of home-based, SMS-facilitated, household TB contact investigation in Kampala, Uganda. Community health workers(CHWs) visited homes of index patients with pulmonary TB to screen household contacts for TB. Entire households were randomly allocated to clinic(standard-of-care) or home(intervention) evaluation. In the intervention arm, CHWs offered adults HIV testing; collected sputum from symptomatic contacts and persons living with HIV(PLWH) if ≥5 years; and transported sputum for microbiologic testing. CHWs referred PLWH, children <5, and anyone unable to complete sputum testing to clinic. Sputum-testing results and/or follow-up instructions were returned by automated ..."
RCTC-01383,Landing page / file manifest first,9,direct/open repository client; publication DOI signal; human clinical/health signal; participant/treatment-arm signal; open license signal,yes,no,yes,yes,yes,yes,no,,,Data from: Intravenous ferumoxytol versus oral ferrous sulfate for iron deficiency anemia in pregnancy: A randomized controlled trial,Dryad,dryad.dryad,10.5061/dryad.k3j9kd5qd,https://datadryad.org/dataset/doi:10.5061/dryad.k3j9kd5qd,2026,,Creative Commons Zero v1.0 Universal cc0-1.0 https://creativecommons.org/publicdomain/zero/1.0/legalcode,IsCitedBy:DOI:10.1097/aog.0000000000006245,"The objective of this study was too evaluate the comparative effectiveness of intravenous (IV) ferumoxytol compared with oral ferrous sulfate for increasing hemoglobin levels in the treatment of iron deficiency anemia (IDA) in pregnancy. We conducted an open-label randomized controlled trial to compare oral ferrous sulfate with IV ferumoxytol for the treatment of IDA in pregnancy. Pregnant women with IDA (ferritin less than 30 ng/dL or transferrin saturation less than 20 % and hemoglobin less than 11 g/dL) at 24–34 weeks of gestation were eligible; patients with hereditary anemias or malabsorptive disorders were excluded. Patients were computer block randomized to IV ferumoxytol (510 mg for hemoglobin 9.0–10.9 g/dL or 1,020 mg for hemoglobin 7.0–8.9 g/dL) or oral ferrous sulfate every other day (325 mg for hemoglobin 9.0–10.9 g/dL or 650 mg for hemoglobin 7.0–8.9 g/dL). The primary ou..."
RCTC-00161,Landing page / file manifest first,9,direct/open repository client; publication DOI signal; human clinical/health signal; participant/treatment-arm signal; open license signal,yes,no,yes,yes,yes,yes,no,,,Data from: Long-term use benefits of personal frequency-modulated systems for speech in noise perception in patients with stroke with auditory processing deficits: a non-randomised controlled trial study,Dryad,dryad.dryad,10.5061/dryad.3hg4k,https://datadryad.org/dataset/doi:10.5061/dryad.3hg4k,2017,,Creative Commons Zero v1.0 Universal cc0-1.0 https://creativecommons.org/publicdomain/zero/1.0/legalcode,IsCitedBy:DOI:10.1136/bmjopen-2016-013003,"Objectives: Approximately one in five stroke survivors suffer from difficulties with speech reception in noise, despite normal audiometry. These deficits are treatable with personal Frequency Modulated systems (FMs). This study aimed to evaluate long term benefits in speech reception in noise, after daily 10 week use of personal FMs, in non-aphasic stroke patients with auditory processing deficits. Design: This was a prospective non randomised controlled trial study. Patients were allocated to an intervention care group or standard care subjects group according to their willingness to use the intervention or not. Setting: Tertiary care setting. Participants: Nine non-aphasic subjects with ischemic stroke, normal/near normal audiometry, and auditory processing deficits and with reported difficulties understanding speech in background noise were recruited in the subacute stroke stage (3..."
RCTC-00896,Landing page / file manifest first,9,direct/open repository client; publication DOI signal; human clinical/health signal; participant/treatment-arm signal; open license signal,yes,no,yes,yes,yes,yes,no,,,Data from: Multilayered and digitally structured presentation formats of trustworthy recommendations: a combined survey and randomised trial,Dryad,dryad.dryad,10.5061/dryad.2qv30,https://datadryad.org/dataset/doi:10.5061/dryad.2qv30,2017,,Creative Commons Zero v1.0 Universal cc0-1.0 https://creativecommons.org/publicdomain/zero/1.0/legalcode,IsCitedBy:DOI:10.1136/bmjopen-2016-011569,"Objectives: To investigate practicing physicians preferences, perceived usefulness and understanding of a new multilayered guideline presentation format - compared to a standard format - as well as conceptual understanding of trustworthy guideline concepts. Design: Mixed survey and randomized controlled trial through a standardised lecture for physicians. We presented participants with a clinical scenario and randomised them to view a guideline recommendation in multilayered or standard format. Both groups were presented and asked about guideline concepts. Participants answered multiple-choice questions by use of clickers. Setting: Mandatory educational lectures in six non-academic and academic hospitals and three primary care centres in Lebanon, Norway, Spain and United Kingdom. Participants: 181 practicing physicians in internal medicine (156) and general practice (25) attending the..."
