candidate_id,predownload_status,predownload_score,predownload_reasons,direct_repository_signal,explicit_file_signal,publication_doi_signal,human_clinical_health_signal,participant_signal,open_license_signal,restriction_signal_strict,active_expansion_doi_match,original_paper_doi_match,title,publisher,repository_client,doi,url,publication_year,formats,rights_license_short,related_publications_short,description_short
RCTC-01034,Download first,12,direct/open repository client; explicit file/tabular signal; publication DOI signal; human clinical/health signal; participant/treatment-arm signal; open license signal,yes,yes,yes,yes,yes,yes,no,,,"Dataset for ""Effect of plain versus sugar-sweetened breakfast on energy balance and metabolic health: A randomised crossover trial""",University of Bath,bl.bath,10.15125/bath-00720,https://researchdata.bath.ac.uk/id/eprint/720,2020,Breakfast dataset_to publish_v2.xlsx = application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,Creative Commons Attribution 4.0 International cc-by-4.0 https://creativecommons.org/licenses/by/4.0/legalcode,IsReferencedBy:DOI:https://doi.org/10.1002/oby.22757 | IsReferencedBy:DOI:https://doi.org/10.31232/osf.io/68h3x,"The dataset contains data for the study investigating the effect of 3-weeks high (SWEET) versus low (PLAIN) sugar breakfast on energy balance, metabolic health, and appetite. 29 healthy adults (22 women) completed this randomised crossover study. Participants had pre- and post-intervention appetite, health and body mass outcomes measured, and recorded diet, appetite (visual analogue scales) and physical activity for 8 days during each intervention. Interventions were 3-weeks iso-energetic SWEET (30% by weight added sugar; average 32g sugar) versus PLAIN (no added sugar; average 8g sugar) porridge-based breakfast. The main finding from the data is that energy balance, health markers, and appetite did not respond differently to 3-weeks of high or low sugar breakfasts. | This was a randomised crossover study whereby participants were given a plain porridge versus a 30 % by weight sugar s..."
RCTC-00485,Download first,12,direct/open repository client; explicit file/tabular signal; publication DOI signal; human clinical/health signal; participant/treatment-arm signal; open license signal,yes,yes,yes,yes,yes,yes,no,,,"Dataset for ""Effects of a Web-Based, Evolutionary Mismatch-Framed Intervention Targeting Physical Activity and Diet: a Randomised Controlled Trial""",University of Bath,bl.bath,10.15125/bath-01245,https://researchdata.bath.ac.uk/id/eprint/1245,2023,Evolife trial dataset.xlsx = application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,Creative Commons Attribution 4.0 International cc-by-4.0 https://creativecommons.org/licenses/by/4.0/legalcode,IsReferencedBy:DOI:https://doi.org/10.1007/s12529-019-09821-3 | IsReferencedBy:URL:https://researchportal.bath.ac.uk/en/studentTheses/using-evolutionary-theory-to-support-lifestyle-change-and-improve,"This dataset contains participant demographic, physical activity, dietary intake, health marker and cognitive determinants of behaviour data in connection with a trial of an intervention to promote physical activity and healthy eating. Both control and intervention group participants are included and data is provided for each of the three assessment points: baseline, 6 weeks (mid-trial) and 12-weeks (end of trial). | The methodology can be found in the associated article."
RCTC-01035,Download first,12,direct/open repository client; explicit file/tabular signal; publication DOI signal; human clinical/health signal; participant/treatment-arm signal; open license signal,yes,yes,yes,yes,yes,yes,no,,,"Dataset for ""Hydration status affects thirst and salt preference but not energy intake or postprandial ghrelin in healthy adults: A randomised control trial""",University of Bath,bl.bath,10.15125/bath-00719,https://researchdata.bath.ac.uk/id/eprint/719,2019,Dataset_appetite - to publish.xlsx = application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,Creative Commons Attribution 4.0 International cc-by-4.0 https://creativecommons.org/licenses/by/4.0/legalcode,IsReferencedBy:DOI:https://doi.org/10.1016/j.physbeh.2019.112725 | Cites:DOI:https://doi.org/10.17605/OSF.IO/PTQ7M,"This dataset provides the data collected for a trial investigating the role of hydration status on glycaemic regulation and appetite control in healthy adults (n = 16; n = 8 male). The trial was a randomised crossover trial, with each trial arm lasting 5 days. The first 3 days were lifestyle monitoring, day 4 was a dehydration/rehydration day (including lifestyle monitoring), and day 5 was the full trial day. The trial arms were hypohydrated (HYPO), or rehydrated (RE). The data for the project relating to glycaemia has been previously published (https://doi.org/10.15125/BATH-00547) and may be useful for further analysis of this dataset, which relates to the appetite part of the study. Key hydration biomarkers have been duplicated in this dataset for convenience. | This was a randomised crossover study investigating the role of hydration status on appetite control. Participants underwe..."
RCTC-01036,Download first,12,direct/open repository client; explicit file/tabular signal; publication DOI signal; human clinical/health signal; participant/treatment-arm signal; open license signal,yes,yes,yes,yes,yes,yes,no,,,"Dataset for ""The effect of acute hypohydration on glycemia in healthy adults""",University of Bath,bl.bath,10.15125/bath-00547,https://researchdata.bath.ac.uk/id/eprint/547,2018,Dataset_glycemia - to publish.xlsx = application/vnd.openxmlformats-officedocument.spreadsheetml.sheet; approach to methods.txt = text/plain,Creative Commons Attribution 4.0 International cc-by-4.0 https://creativecommons.org/licenses/by/4.0/legalcode | Creative Commons Attribution 4.0 International cc-by-4.0 https://creativecommons.org/licenses/by/4.0/legalcode,IsDocumentedBy:URL:https://researchdata.bath.ac.uk/547/2/approach%20to%20methods.txt | IsReferencedBy:DOI:https://doi.org/10.1152/japplphysiol.00771.2018 | IsReferencedBy:DOI:https://doi.org/10.1016/j.physbeh.2019.112725 | Cites:DOI:https://doi.org/10.17605/OSF.IO/PTQ7M,"This dataset provides the data collected for a trial investigating the role of hydration status on glycaemic regulation in healthy adults (n = 16; n = 8 male). To our knowledge, the effect of hydration status on glycemia has never been causally investigated in healthy adults. Therefore, the goal was to explore how acute hypohydration impacts blood sugar control in healthy adults. The trial was a randomised crossover trial, with each trial arm lasting 5 days. The first 3 days were lifestyle monitoring, day 4 was a dehydration/rehydration day (including lifestyle monitoring), and day 5 was the full trial day. The trial arms were hypohydrated (HYPO), or rehydrated (RE). | This was a randomised crossover trial in 16 volunteers (n = 8 male). The protocol consisted of a 5 day protocol: - Days 1-3: Weight diet records, wearing physical activity monitor (ActiHeart™), morning urine specific gr..."
RCTC-03815,Download first,12,direct/open repository client; explicit file/tabular signal; publication DOI signal; human clinical/health signal; participant/treatment-arm signal; open license signal,yes,yes,yes,yes,yes,yes,no,,,"Data for Project 'Feasibility, Usability and Acceptance of a Newly Developed Exergame-Based Training Concept for Older Adults with Mild Neurocognitive Disorder - A Pilot Randomized Controlled Trial'",Zenodo,cern.zenodo,10.5281/zenodo.7428377,https://zenodo.org/record/7428377,2022,,Creative Commons Attribution 4.0 International cc-by-4.0 https://creativecommons.org/licenses/by/4.0/legalcode | Open Access info:eu-repo/semantics/openAccess,Documents:DOI:10.3389/fnagi.2021.734012,"Data for Project 'Feasibility, Usability and Acceptance of a Newly Developed Exergame-Based Training Concept for Older Adults with Mild Neurocognitive Disorder - A Pilot Randomized Controlled Trial' (trial registered at clinicaltrials.gov (NCT04996654; date of registration: 11 July 2021), consisting of: (1) the original and complete data set for all primary outcomes ('Data_Primary-Outcomes_Brain-IT-Pilot-Feasibility-RCT_for-publication.xlsx'); (2) the original and complete data set for all secondary outcomes ('Data_Secondary-Outcomes_Brain-IT-Pilot-Feasibility-RCT_for-publication.xlsx'); (3) the original and complete data set for all other outcomes (i.e. baseline factors (demographic data, type of usual care interventions) and training heart rate; 'Data_Other-Outcomes_Brain-IT-Pilot-Feasibility-RCT_for-publication.xlsx'); (4) folder including the raw and processed heart rate variabili..."
RCTC-02158,Download first,12,direct/open repository client; explicit file/tabular signal; publication DOI signal; human clinical/health signal; participant/treatment-arm signal; open license signal,yes,yes,yes,yes,yes,yes,no,,,Dataset & Code: Immediate Effects of DTM in Older Women with CNLBP,Zenodo,cern.zenodo,10.5281/zenodo.17518401,https://zenodo.org/doi/10.5281/zenodo.17518401,2025,,Creative Commons Attribution 4.0 International cc-by-4.0 https://creativecommons.org/licenses/by/4.0/legalcode,,"This record contains the minimal dataset and code underlying the analyses of the randomized controlled trial “Immediate Effects of Deep Tissue Massage on Pain, Flexibility and Activity of Selected Muscles in Older Women with Chronic Non-specific Low Back Pain”. Contents– Minimal dataset (Excel/SPSS): variables for VAS (pre/post), trunk extension (pre/post), and %MVIC for GM, BF, ST, RF, VL, VM (pre/post), plus demographics (Age, Weight, Height, BMI).– Code (MATLAB): rms_block25.m computing block-RMS on ASCII EMG (25-sample windows at 1000 Hz); produces rms.xlsx (windowed RMS matrix, column means, maxima).– SPSS output: Output1.spv reproducing inferential statistics (RM-ANOVA for secondary outcomes; ANCOVA for VAS adjusted for baseline).– Raw EMG sample (2 participants): segmented sit-to-stand trials exported from DataLITE/DataLOG PC Software v10.13 (Biometrics Ltd.) to ASCII and packa..."
RCTC-04054,Download first,12,direct/open repository client; explicit file/tabular signal; publication DOI signal; human clinical/health signal; participant/treatment-arm signal; open license signal,yes,yes,yes,yes,yes,yes,no,,,Dataset accompanying the journal article: Bouldering psychotherapy is not inferior to cognitive behavioural therapy in the group treatment of depression: A randomized controlled trial,Zenodo,cern.zenodo,10.5281/zenodo.5645183,https://zenodo.org/record/5645183,2021,,Creative Commons Attribution 4.0 International cc-by-4.0 https://creativecommons.org/licenses/by/4.0/legalcode | Open Access info:eu-repo/semantics/openAccess,IsPartOf:URL:https://zenodo.org/communities/fau,SPSS-Dataset containing the (not-imputed) raw data for the non-inferiority trial on BPT vs. CBT. All personal data removed. Only data of participants of the CBT or BPT group included. | Research was funded by the Oh Do Kwan‐ foundation Karl Wiedmeier + Ludmilla Pankofer
RCTC-05110,Download first,12,direct/open repository client; explicit file/tabular signal; publication DOI signal; human clinical/health signal; participant/treatment-arm signal; open license signal,yes,yes,yes,yes,yes,yes,no,,,"Dataset associated with ""The effects of VRNT on clinical and neuroimaging outcomes in patients with chronic back pain: a randomized clinical trial""",Zenodo,cern.zenodo,10.5281/zenodo.17715051,https://zenodo.org/doi/10.5281/zenodo.17715051,2026,,Creative Commons Attribution 4.0 International cc-by-4.0 https://creativecommons.org/licenses/by/4.0/legalcode,IsDescribedBy:DOI:10.1097/j.pain.0000000000003198,"Dataset associated with Ceko et al. 2024 PAIN DOI: 10.1097/j.pain.0000000000003198 Clinical outcomes Stored in HEAL_data.xlsx See Tab 1 for variables and coding scheme. See Tabs 2 - 7 for scored variables: participant-level pain intensity, interference, bothersomeness Pain Catastrophizing (PCS) Kinesiophobia (TSK) OLBP, SF-12 PROMIS Neuroimaging outcomes CONN02_age_sex – functional connectivity results Group results, controlled for age and sex, per ROI Subject-level data per ROI TBSS – white matter results Group_age_sex Subject-level FA data: all_FA_skeletonized.nii.gz Subject-level pre vs. post (difference scores) FA data: merged_postpre.nii.gz Pain_age_sex Regression with pain scores (VRNT condition), controlled for age and sex Subject-level data: all_FA_skeletonized.nii.gz Notes on data preprocessing and analysis Behavioral data were analyzed using custom code in MATLAB 2020b. Rest..."
RCTC-05268,Download first,12,direct/open repository client; explicit file/tabular signal; publication DOI signal; human clinical/health signal; participant/treatment-arm signal; open license signal,yes,yes,yes,yes,yes,yes,no,,,VIBRANT Trial primary and secondary outcomes processed data,Zenodo,cern.zenodo,10.5281/zenodo.18201511,https://zenodo.org/doi/10.5281/zenodo.18201511,2026,,Creative Commons Attribution 4.0 International cc-by-4.0 https://creativecommons.org/licenses/by/4.0/legalcode,IsDerivedFrom:DOI:10.5281/zenodo.18044747,"This record contains 2 files 1 .RDS file containing a MultiAssayExperiment object 1 .zip file, which, when unzipped, contained a series of .csv files for each slot, experiment, and assay of the MultiAssayExperiment object contained in the .RDS file These two files contain the processed data generated from samples collected from participants of the VIBRANT trial, and described and analysed in the following manuscript: Potloane, et al., 2025, VIBRANT: Vaginal lIve Biotherapeutic RANdomized Trial: A Phase 1 randomized trial of multi-strain vaginal L. crispatus live biotherapeutic products in people with bacterial vaginosis https://www.medrxiv.org/content/10.1101/2025.09.18.25336053v3"
RCTC-04273,Download first,11,direct/open repository client; explicit file/tabular signal; publication DOI signal; human clinical/health signal; open license signal,yes,yes,yes,yes,no,yes,no,,,Data for: Acceptance lowers stress reactivity: Dismantling mindfulness training in a randomized controlled trial,Mendeley,bl.mendeley,10.17632/bx2gvkty4c.1,https://data.mendeley.com/datasets/bx2gvkty4c/1,2017,,Creative Commons Attribution 4.0 International cc-by-4.0 https://creativecommons.org/licenses/by/4.0/legalcode | info:eu-repo/semantics/openAccess,IsSupplementTo:DOI:10.1016/j.psyneuen.2017.09.015,Raw data (SPSS format with variable names and descriptions) that can be used to replicate analyses reported in article 'Acceptance lowers stress reactivity: Dismantling mindfulness training in a randomized controlled trial'.
