candidate_id,title,doi,repository,qualification_decision,final_queue,access_bucket,downloaded_file_count,download_failed_count,registered_file_count,archive_extracted_file_count,readable_table_count,license_status,publication_status,randomization_status,crossover_status,participant_level_status,treatment_assignment_status,outcome_status,reasons,best_readable_tables,treatment_evidence,outcome_evidence,metadata_error_summary,failed_download_errors,next_action
RCTC-00174,Data from: NIHSS cut-point for predicting outcome in supra- vs infra-tentorial acute ischemic stroke,10.5061/dryad.1kn74rt,Dryad,not_qualified_before_cleaning,access_retry_rate_limited,access_retry_rate_limited,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,curl: (56) The requested URL returned error: 429,,Do not clean unless metadata/access issue is resolved.
RCTC-01908,Data from: Neurofeedback facilitation enhances post-stroke gait and balance recovery: a randomized trial,10.5061/dryad.sf7m0cg3n,Dryad,not_qualified_before_cleaning,access_retry_rate_limited,access_retry_rate_limited,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,curl: (56) The requested URL returned error: 429,,Do not clean unless metadata/access issue is resolved.
RCTC-01926,Data from: Patterned frequency-modulated oral stimulation in preterm infants: a multicenter randomized controlled trial,10.5061/dryad.rg57q6m,Dryad,not_qualified_before_cleaning,access_retry_rate_limited,access_retry_rate_limited,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,curl: (56) The requested URL returned error: 429,,Do not clean unless metadata/access issue is resolved.
RCTC-00181,"Data from: Perioperative medication management: expanding the role of the preadmission clinic pharmacist in a single centre, randomised controlled trial of collaborative prescribing",10.5061/dryad.81tr1,Dryad,not_qualified_before_cleaning,access_retry_rate_limited,access_retry_rate_limited,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,curl: (56) The requested URL returned error: 429,,Do not clean unless metadata/access issue is resolved.
RCTC-00167,Data from: Randomised controlled trial of an education and support package for stroke patients and their carers,10.5061/dryad.4ms68,Dryad,not_qualified_before_cleaning,access_retry_rate_limited,access_retry_rate_limited,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,curl: (56) The requested URL returned error: 429,,Do not clean unless metadata/access issue is resolved.
RCTC-01810,Data from: Reducing work-related screen-time in healthcare workers during leisure time (REDUCE SCREEN) – A randomized controlled trial,10.5061/dryad.ghx3ffbz4,Dryad,not_qualified_before_cleaning,access_retry_rate_limited,access_retry_rate_limited,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,curl: (56) The requested URL returned error: 429,,Do not clean unless metadata/access issue is resolved.
RCTC-05216,Data from: Risk of cancer with angiotensin-receptor blockers increases with increasing cumulative exposure: Meta-regression analysis of randomized trials,10.5061/dryad.bg79cnpc9,Dryad,not_qualified_before_cleaning,access_retry_rate_limited,access_retry_rate_limited,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,curl: (56) The requested URL returned error: 429,,Do not clean unless metadata/access issue is resolved.
RCTC-01917,Data from: Scrambler therapy improves pain in neuromyelitis optica: a randomized controlled trial,10.5061/dryad.sk6mr5v,Dryad,not_qualified_before_cleaning,access_retry_rate_limited,access_retry_rate_limited,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,curl: (56) The requested URL returned error: 429,,Do not clean unless metadata/access issue is resolved.
RCTC-01941,Data from: Small volume plasma exchange for Guillain-Barré syndrome in resource-limited settings: a phase II safety and feasibility study,10.5061/dryad.55nb389,Dryad,not_qualified_before_cleaning,access_retry_rate_limited,access_retry_rate_limited,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,curl: (56) The requested URL returned error: 429,,Do not clean unless metadata/access issue is resolved.
RCTC-00166,Data from: Strategies for understanding and reducing the Plasmodium vivax and Plasmodium ovale hypnozoite reservoir in Papua New Guinean children: a randomised placebo-controlled trial and mathematical model,10.5061/dryad.m1n03,Dryad,not_qualified_before_cleaning,access_retry_rate_limited,access_retry_rate_limited,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,curl: (56) The requested URL returned error: 429,,Do not clean unless metadata/access issue is resolved.
RCTC-00890,Data from: Third wave cognitive therapy versus mentalization-based treatment for major depressive disorder: a randomised clinical trial,10.5061/dryad.2d7h5,Dryad,not_qualified_before_cleaning,access_retry_rate_limited,access_retry_rate_limited,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,curl: (56) The requested URL returned error: 429,,Do not clean unless metadata/access issue is resolved.
RCTC-05210,Data from: Use of the lung flute ECO to assist in sputum collection for tuberculosis testing: a randomized crossover trial,10.5061/dryad.b8gtht7m7,Dryad,not_qualified_before_cleaning,access_retry_rate_limited,access_retry_rate_limited,0,0,0,0,0,pass,pass,pass,yes,unclear_or_fail,unclear_or_fail,unclear_or_fail,no data file downloaded; crossover design requires method decision before benchmark cleaning; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,curl: (56) The requested URL returned error: 429,,Do not clean unless metadata/access issue is resolved.
RCTC-01955,"Data from: Video education versus face-to-face education on inhaler technique for patients with well-controlled or partly-controlled asthma: a phase IV, open-label, non-inferiority, multicenter, randomized, controlled trial",10.5061/dryad.7vn81m1,Dryad,not_qualified_before_cleaning,access_retry_rate_limited,access_retry_rate_limited,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,curl: (56) The requested URL returned error: 429,,Do not clean unless metadata/access issue is resolved.
RCTC-01888,Dataset on the effectiveness of cognitive training using the abacus-based mental calculation training application,10.5061/dryad.1ns1rn8zx,Dryad,not_qualified_before_cleaning,access_retry_rate_limited,access_retry_rate_limited,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,curl: (56) The requested URL returned error: 429,,Do not clean unless metadata/access issue is resolved.
RCTC-05222,"Demographic data, reporting guidelines underlying the manuscript: The effect of morning versus evening administration of Empagliflozin on its pharmacokinetics and pharmacodynamics characteristics in healthy adults: a two way cross over, non-randomized trial",10.5061/dryad.gqnk98smc,Dryad,not_qualified_before_cleaning,access_retry_rate_limited,access_retry_rate_limited,0,0,0,0,0,pass,pass,pass,yes,unclear_or_fail,unclear_or_fail,unclear_or_fail,no data file downloaded; crossover design requires method decision before benchmark cleaning; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,curl: (56) The requested URL returned error: 429,,Do not clean unless metadata/access issue is resolved.
RCTC-00152,Effect of a tailored multidimensional intervention on the care burden among family caregivers of stroke survivors: A randomised controlled trial,10.5061/dryad.gf1vhhmm5,Dryad,not_qualified_before_cleaning,access_retry_rate_limited,access_retry_rate_limited,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,curl: (56) The requested URL returned error: 429,,Do not clean unless metadata/access issue is resolved.
RCTC-01873,"Impact of an integrated intervention package during preconception, pregnancy, and early childhood on inflammation, IGF-1, IGFBP3 during the first 6 months of life: Findings from the WINGS randomized controlled trial",10.5061/dryad.6t1g1jxbs,Dryad,not_qualified_before_cleaning,access_retry_rate_limited,access_retry_rate_limited,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,curl: (56) The requested URL returned error: 429,,Do not clean unless metadata/access issue is resolved.
RCTC-00883,"Pharmacodynamics parameters underlying the manuscript: The effect of morning versus evening administration of empagliflozin on its pharmacokinetics and pharmacodynamics characteristics in healthy adults: a two-way crossover, non-randomised trial",10.5061/dryad.k0p2ngf7b,Dryad,not_qualified_before_cleaning,access_retry_rate_limited,access_retry_rate_limited,0,0,0,0,0,pass,pass,pass,yes,unclear_or_fail,unclear_or_fail,unclear_or_fail,no data file downloaded; crossover design requires method decision before benchmark cleaning; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,curl: (56) The requested URL returned error: 429,,Do not clean unless metadata/access issue is resolved.
RCTC-00884,"Pharmacokinetics parameters, bioanalytical method underlying the manuscript: The effect of morning versus evening administration of empagliflozin on its pharmacokinetics and pharmacodynamics characteristics in healthy adults: a two-way crossover non-randomised trial",10.5061/dryad.brv15dv8j,Dryad,not_qualified_before_cleaning,access_retry_rate_limited,access_retry_rate_limited,0,0,0,0,0,pass,pass,pass,yes,unclear_or_fail,unclear_or_fail,unclear_or_fail,no data file downloaded; crossover design requires method decision before benchmark cleaning; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,curl: (56) The requested URL returned error: 429,,Do not clean unless metadata/access issue is resolved.
RCTC-00107,REGAIN trial intervention development process evaluation data,10.5061/dryad.n8pk0p30r,Dryad,not_qualified_before_cleaning,access_retry_rate_limited,access_retry_rate_limited,0,0,0,0,0,pass,pass,unclear_or_fail,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,no data file downloaded; individual randomization not confirmed by metadata; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,curl: (56) The requested URL returned error: 429,,Do not clean unless metadata/access issue is resolved.
RCTC-05226,"Randomized control trial of SMS for postpartum behaviors and family planning in Kiambu County, Kenya",10.5061/dryad.866t1g1nw,Dryad,not_qualified_before_cleaning,access_retry_rate_limited,access_retry_rate_limited,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,curl: (56) The requested URL returned error: 429,,Do not clean unless metadata/access issue is resolved.
RCTC-01313,Randomized trial of AKI alerts in hospitalized patients,10.5061/dryad.4f4qrfj95,Dryad,not_qualified_before_cleaning,access_retry_rate_limited,access_retry_rate_limited,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,curl: (56) The requested URL returned error: 429,,Do not clean unless metadata/access issue is resolved.
RCTC-00887,Supplemental appendix: Randomised trial of daily high-dose vitamin D3 in RRMS patients receiving sc interferon beta-1a,10.5061/dryad.c81sr72,Dryad,not_qualified_before_cleaning,access_retry_rate_limited,access_retry_rate_limited,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,curl: (56) The requested URL returned error: 429,,Do not clean unless metadata/access issue is resolved.
RCTC-05209,Supplemental data from: Adrenal suppression from vamorolone and prednisone in Duchenne muscular dystrophy: results from the phase 2b clinical trial,10.5061/dryad.sbcc2frgb,Dryad,not_qualified_before_cleaning,access_retry_rate_limited,access_retry_rate_limited,0,0,0,0,0,pass,pass,pass,yes,unclear_or_fail,unclear_or_fail,unclear_or_fail,no data file downloaded; crossover design requires method decision before benchmark cleaning; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,curl: (56) The requested URL returned error: 429,,Do not clean unless metadata/access issue is resolved.
RCTC-00151,"Systemic corticosteroids and mortality in severe and critical COVID-19 patients in Wuhan, China",10.5061/dryad.k0p2ngf6b,Dryad,not_qualified_before_cleaning,access_retry_rate_limited,access_retry_rate_limited,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,curl: (56) The requested URL returned error: 429,,Do not clean unless metadata/access issue is resolved.
RCTC-05233,The Feasibility of a Behavioral Group Intervention After Weight-Loss Surgery: A Randomized Pilot Trial,10.5061/dryad.1jwstqjqd,Dryad,not_qualified_before_cleaning,access_retry_rate_limited,access_retry_rate_limited,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,curl: (56) The requested URL returned error: 429,,Do not clean unless metadata/access issue is resolved.
RCTC-05141,The effect of sertraline on depression and associations with persistent depression in survivors of HIV-related cryptococcal meningitis,10.5061/dryad.n5tb2rbtr,Dryad,not_qualified_before_cleaning,access_retry_rate_limited,access_retry_rate_limited,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,curl: (56) The requested URL returned error: 429,,Do not clean unless metadata/access issue is resolved.
RCTC-00886,Data from: Barrier bednets target malaria vectors and expand the range of usable insecticides,10.5061/dryad.hqbzkh1b7,Dryad,not_qualified_before_cleaning,access_retry_rate_limited,access_retry_rate_limited,0,0,0,0,0,pass,pass,unclear_or_fail,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,no data file downloaded; individual randomization not confirmed by metadata; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,curl: (56) The requested URL returned error: 429,,Do not clean unless metadata/access issue is resolved.
RCTC-01878,Performance of GPT-4o mini and GPT-4o for medical text mining tasks at different temperature settings,10.5061/dryad.crjdfn3dt,Dryad,not_qualified_before_cleaning,access_retry_rate_limited,access_retry_rate_limited,0,0,0,0,0,pass,pass,unclear_or_fail,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,no data file downloaded; individual randomization not confirmed by metadata; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,curl: (56) The requested URL returned error: 429,,Do not clean unless metadata/access issue is resolved.
