candidate_id,title,doi,repository,qualification_decision,final_queue,access_bucket,downloaded_file_count,download_failed_count,registered_file_count,archive_extracted_file_count,readable_table_count,license_status,publication_status,randomization_status,crossover_status,participant_level_status,treatment_assignment_status,outcome_status,reasons,best_readable_tables,treatment_evidence,outcome_evidence,metadata_error_summary,failed_download_errors,next_action
RCTC-01908,Data from: Neurofeedback facilitation enhances post-stroke gait and balance recovery: a randomized trial,10.5061/dryad.sf7m0cg3n,Dryad,not_qualified_before_cleaning,access_retry_rate_limited,access_retry_rate_limited,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,curl: (56) The requested URL returned error: 429,,Do not clean unless metadata/access issue is resolved.
RCTC-01926,Data from: Patterned frequency-modulated oral stimulation in preterm infants: a multicenter randomized controlled trial,10.5061/dryad.rg57q6m,Dryad,not_qualified_before_cleaning,access_retry_rate_limited,access_retry_rate_limited,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,curl: (56) The requested URL returned error: 429,,Do not clean unless metadata/access issue is resolved.
RCTC-00181,"Data from: Perioperative medication management: expanding the role of the preadmission clinic pharmacist in a single centre, randomised controlled trial of collaborative prescribing",10.5061/dryad.81tr1,Dryad,not_qualified_before_cleaning,access_retry_rate_limited,access_retry_rate_limited,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,curl: (56) The requested URL returned error: 429,,Do not clean unless metadata/access issue is resolved.
RCTC-00167,Data from: Randomised controlled trial of an education and support package for stroke patients and their carers,10.5061/dryad.4ms68,Dryad,not_qualified_before_cleaning,access_retry_rate_limited,access_retry_rate_limited,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,curl: (56) The requested URL returned error: 429,,Do not clean unless metadata/access issue is resolved.
RCTC-01810,Data from: Reducing work-related screen-time in healthcare workers during leisure time (REDUCE SCREEN) – A randomized controlled trial,10.5061/dryad.ghx3ffbz4,Dryad,not_qualified_before_cleaning,access_retry_rate_limited,access_retry_rate_limited,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,curl: (56) The requested URL returned error: 429,,Do not clean unless metadata/access issue is resolved.
RCTC-05216,Data from: Risk of cancer with angiotensin-receptor blockers increases with increasing cumulative exposure: Meta-regression analysis of randomized trials,10.5061/dryad.bg79cnpc9,Dryad,not_qualified_before_cleaning,access_retry_rate_limited,access_retry_rate_limited,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,curl: (56) The requested URL returned error: 429,,Do not clean unless metadata/access issue is resolved.
RCTC-01917,Data from: Scrambler therapy improves pain in neuromyelitis optica: a randomized controlled trial,10.5061/dryad.sk6mr5v,Dryad,not_qualified_before_cleaning,access_retry_rate_limited,access_retry_rate_limited,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,curl: (56) The requested URL returned error: 429,,Do not clean unless metadata/access issue is resolved.
RCTC-01941,Data from: Small volume plasma exchange for Guillain-Barré syndrome in resource-limited settings: a phase II safety and feasibility study,10.5061/dryad.55nb389,Dryad,not_qualified_before_cleaning,access_retry_rate_limited,access_retry_rate_limited,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,curl: (56) The requested URL returned error: 429,,Do not clean unless metadata/access issue is resolved.
RCTC-00166,Data from: Strategies for understanding and reducing the Plasmodium vivax and Plasmodium ovale hypnozoite reservoir in Papua New Guinean children: a randomised placebo-controlled trial and mathematical model,10.5061/dryad.m1n03,Dryad,not_qualified_before_cleaning,access_retry_rate_limited,access_retry_rate_limited,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,curl: (56) The requested URL returned error: 429,,Do not clean unless metadata/access issue is resolved.
RCTC-00890,Data from: Third wave cognitive therapy versus mentalization-based treatment for major depressive disorder: a randomised clinical trial,10.5061/dryad.2d7h5,Dryad,not_qualified_before_cleaning,access_retry_rate_limited,access_retry_rate_limited,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,curl: (56) The requested URL returned error: 429,,Do not clean unless metadata/access issue is resolved.
RCTC-05210,Data from: Use of the lung flute ECO to assist in sputum collection for tuberculosis testing: a randomized crossover trial,10.5061/dryad.b8gtht7m7,Dryad,not_qualified_before_cleaning,access_retry_rate_limited,access_retry_rate_limited,0,0,0,0,0,pass,pass,pass,yes,unclear_or_fail,unclear_or_fail,unclear_or_fail,no data file downloaded; crossover design requires method decision before benchmark cleaning; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,curl: (56) The requested URL returned error: 429,,Do not clean unless metadata/access issue is resolved.
RCTC-01955,"Data from: Video education versus face-to-face education on inhaler technique for patients with well-controlled or partly-controlled asthma: a phase IV, open-label, non-inferiority, multicenter, randomized, controlled trial",10.5061/dryad.7vn81m1,Dryad,not_qualified_before_cleaning,access_retry_rate_limited,access_retry_rate_limited,0,1,1,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,no data file downloaded; 1 download failure(s); participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,,curl: (56) The requested URL returned error: 429,Do not clean unless metadata/access issue is resolved.
RCTC-01888,Dataset on the effectiveness of cognitive training using the abacus-based mental calculation training application,10.5061/dryad.1ns1rn8zx,Dryad,not_qualified_before_cleaning,access_retry_rate_limited,access_retry_rate_limited,0,3,3,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,no data file downloaded; 3 download failure(s); participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,,curl: (56) The requested URL returned error: 429,Do not clean unless metadata/access issue is resolved.
RCTC-05222,"Demographic data, reporting guidelines underlying the manuscript: The effect of morning versus evening administration of Empagliflozin on its pharmacokinetics and pharmacodynamics characteristics in healthy adults: a two way cross over, non-randomized trial",10.5061/dryad.gqnk98smc,Dryad,not_qualified_before_cleaning,access_retry_rate_limited,access_retry_rate_limited,0,3,3,0,0,pass,pass,pass,yes,unclear_or_fail,unclear_or_fail,unclear_or_fail,no data file downloaded; 3 download failure(s); crossover design requires method decision before benchmark cleaning; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,,curl: (56) The requested URL returned error: 401; curl: (56) The requested URL returned error: 429,Do not clean unless metadata/access issue is resolved.
RCTC-00887,Supplemental appendix: Randomised trial of daily high-dose vitamin D3 in RRMS patients receiving sc interferon beta-1a,10.5061/dryad.c81sr72,Dryad,not_qualified_before_cleaning,access_retry_rate_limited,access_retry_rate_limited,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,curl: (56) The requested URL returned error: 429,,Do not clean unless metadata/access issue is resolved.
RCTC-05209,Supplemental data from: Adrenal suppression from vamorolone and prednisone in Duchenne muscular dystrophy: results from the phase 2b clinical trial,10.5061/dryad.sbcc2frgb,Dryad,not_qualified_before_cleaning,access_retry_rate_limited,access_retry_rate_limited,0,0,0,0,0,pass,pass,pass,yes,unclear_or_fail,unclear_or_fail,unclear_or_fail,no data file downloaded; crossover design requires method decision before benchmark cleaning; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,curl: (56) The requested URL returned error: 429,,Do not clean unless metadata/access issue is resolved.
RCTC-00151,"Systemic corticosteroids and mortality in severe and critical COVID-19 patients in Wuhan, China",10.5061/dryad.k0p2ngf6b,Dryad,not_qualified_before_cleaning,access_retry_rate_limited,access_retry_rate_limited,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,curl: (56) The requested URL returned error: 429,,Do not clean unless metadata/access issue is resolved.
RCTC-05233,The Feasibility of a Behavioral Group Intervention After Weight-Loss Surgery: A Randomized Pilot Trial,10.5061/dryad.1jwstqjqd,Dryad,not_qualified_before_cleaning,access_retry_rate_limited,access_retry_rate_limited,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,curl: (56) The requested URL returned error: 429,,Do not clean unless metadata/access issue is resolved.
RCTC-05141,The effect of sertraline on depression and associations with persistent depression in survivors of HIV-related cryptococcal meningitis,10.5061/dryad.n5tb2rbtr,Dryad,not_qualified_before_cleaning,access_retry_rate_limited,access_retry_rate_limited,0,0,0,0,0,pass,pass,pass,no,unclear_or_fail,unclear_or_fail,unclear_or_fail,no data file downloaded; participant-level rows not confirmed; treatment/group assignment not confirmed; outcomes not confirmed,,,,curl: (56) The requested URL returned error: 429,,Do not clean unless metadata/access issue is resolved.
