candidate_id,deferred_source_status,qualification_decision,review_queue,qualification_score,qualification_reasons,open_reuse_status,publication_status,randomization_status,human_clinical_status,raw_participant_data_signal,tabular_file_signal,participant_signal,treatment_signal,outcome_signal,title,publisher,repository_client,doi,url,publication_year,formats,rights_license_short,related_publications_short,description_short,next_action
RCTC-01594,Defer - low clinical or data confidence,not_qualified_before_cleaning,not_qualified_before_cleaning_queue.csv,11,non-clinical/social-policy signal; positive signals: open reuse signal; publication link/DOI signal; randomized-trial signal; human clinical/health signal; tabular/file signal; participant/patient/subject wording; treatment/group wording,pass,pass,pass,pass,no,yes,yes,yes,no,Data for: Expanding Financial Access: Enhancing Rural Financial Inclusion in Armenia,Harvard Dataverse,gdcc.harvard-dv,10.7910/dvn/pmzgre,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/PMZGRE,2026,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet; application/vnd.openxmlformats-officedocument.spreadsheetml.sheet; text/tab-separated-values,Creative Commons Zero v1.0 Universal cc0-1.0 https://creativecommons.org/publicdomain/zero/1.0/legalcode | info:eu-repo/semantics/openAccess,Dataverse publication:Financial Inclusion on the Rural Areas of Armenia https://bpb-us-e1.wpmucdn.com/sites.tufts.edu/dist/3/3804/files/2025/05/FLPFI-Research-Brief-Armenia.pdf | IsSupplementTo:URL:/sites.tufts.edu/dist/3/3804/files/2025/05/FLPFI-Research-Brief-Armenia.pdf,"Survey data of 1,010 households in 41 villages across the Lori and Tavush regions of Armenia. The dataset was collected as part of a randomized controlled trial (RCT) on financial inclusion, aiming to assess financial well-being, and financial literacy in rural communities. Villages were randomly assigned to control, mobile banking training, or training plus cash incentive groups. Baseline data (July–October 2023) includes household financial exposure, ICT access, literacy levels, and social ties. The study evaluates whether mobile banking adoption can improve financial inclusion outcomes in underserved areas (2023–2025). | The data has been anonymized to protect participants’ privacy.",Do not clean unless new source information resolves the disqualifying metadata signal.
RCTC-01960,Defer - low clinical or data confidence,not_qualified_before_cleaning,not_qualified_before_cleaning_queue.csv,11,non-clinical/social-policy signal; positive signals: open reuse signal; publication link/DOI signal; randomized-trial signal; human clinical/health signal; tabular/file signal; participant/patient/subject wording; treatment/group wording,pass,pass,pass,pass,no,yes,yes,yes,no,Replication Data for: Do Better Managers Bribe Less? Cross-National and Experimental Evidence,Harvard Dataverse,gdcc.harvard-dv,10.7910/dvn/ertnhu,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/ERTNHU,2025,text/x-stata-syntax; application/x-stata-syntax; text/x-stata-syntax; text/tab-separated-values; application/x-stata; text/tab-separated-values; text/tab-separated-values; text/tab-separated-values; text/x-stata-syntax; text/tab-separated-values; text/x-stata-syntax; text/x-stata-syntax; text/x-stata-syntax; text/tab-separated-values; text/tab-separated-values; application/pdf; application/pdf; application/pdf; application/pdf; application/pdf,Creative Commons Zero v1.0 Universal cc0-1.0 https://creativecommons.org/publicdomain/zero/1.0/legalcode | info:eu-repo/semantics/openAccess,Dataverse publication:Business and Politics,"Work on the relationship between regulation and bribery suggests that bribes are a joint function of the demands of bureaucrats and the supply of business managers willing to pay them. However, due to biases in measurement, empirical work has concentrated on country-level, demand-side drivers, while research on factors that lead businesses to bribe remains theoretically rich but empirically underdeveloped. We contribute to the burgeoning work on the supply of bribery with a formal model that predicts poorly managed firms may strategically initiate bribes because resource constraints and/or poor service quality necessitate shortcuts in regulatory compliance. To test these theories, we present two connected studies. The first demonstrates that the predictions are consistent with cross-national business survey data. The second, a field experiment, randomly assigned firms to management tr...",Do not clean unless new source information resolves the disqualifying metadata signal.
RCTC-01419,Defer - low clinical or data confidence,not_qualified_before_cleaning,not_qualified_before_cleaning_queue.csv,11,non-clinical/social-policy signal; positive signals: open reuse signal; publication link/DOI signal; randomized-trial signal; human clinical/health signal; tabular/file signal; participant/patient/subject wording; treatment/group wording,pass,pass,pass,pass,no,yes,yes,yes,no,Replication Data for: Inaccurate Forecasting of a Randomized Controlled Trial,Harvard Dataverse,gdcc.harvard-dv,10.7910/dvn/w2itzg,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/W2ITZG,2023,text/tab-separated-values; application/vnd.openxmlformats-officedocument.spreadsheetml.sheet; text/tab-separated-values; text/markdown; text/tab-separated-values; text/tab-separated-values; type/x-r-syntax; text/tab-separated-values; application/pdf; type/x-r-syntax,Creative Commons Zero v1.0 Universal cc0-1.0 https://creativecommons.org/publicdomain/zero/1.0/legalcode | info:eu-repo/semantics/openAccess,,"We report results of a forecasting experiment about a randomized controlled trial that was conducted in the field. The experiment asks Ph.D. students, faculty, and policy practitioners to forecast (1) compliance rates for the RCT and (2) treatment effects of the intervention. The forecasting experiment randomizes the order of questions about compliance and treatment effects and the provision of information that a pilot experiment had been conducted which produced null results. Forecasters were excessively optimistic about treatment effects and unresponsive to item order as well as to information about a pilot. Those who declare themselves expert in the area relevant to the intervention are particularly resistant to new information that the treatment is ineffective. We interpret our results as suggesting that we should exercise caution when undertaking expert forecasting, since experts...",Do not clean unless new source information resolves the disqualifying metadata signal.
RCTC-01492,Defer - low clinical or data confidence,not_qualified_before_cleaning,not_qualified_before_cleaning_queue.csv,11,non-clinical/social-policy signal; positive signals: open reuse signal; publication link/DOI signal; randomized-trial signal; human clinical/health signal; tabular/file signal; participant/patient/subject wording; treatment/group wording,pass,pass,pass,pass,no,yes,yes,yes,no,Replication Data for: The Short-Term Impact Of Unconditional Cash Transfers To The Poor: Experimental Evidence From Kenya,Harvard Dataverse,gdcc.harvard-dv,10.7910/dvn/m2gazn,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/M2GAZN,2017,text/tab-separated-values; application/x-tar; application/x-tar; text/tab-separated-values; application/x-tar; application/x-tar; application/x-tar; text/tab-separated-values; application/x-tar; application/x-tar; text/tab-separated-values,Creative Commons Zero v1.0 Universal cc0-1.0 https://creativecommons.org/publicdomain/zero/1.0/legalcode | info:eu-repo/semantics/openAccess,"Dataverse publication:Johannes Haushofer, and James Shapiro. The Short-Term Impact Of Unconditional Cash Transfers To The Poor: Experimental Evidence From Kenya. (forthcoming) The Quarterly Journal of Economics.","We use a randomized controlled trial to study the response of poor households in rural Kenya to large, unconditional cash transfers from the NGO GiveDirectly. The transfers differ from other programs in that they are explicitly unconditional, large, and concentrated in time. We randomized at both the village and household levels; further, within the treatment group, we randomized recipient gender (wife vs. husband), transfer timing (lump-sum transfer vs. monthly installments), and transfer magnitude (USD 404 PPP vs. USD 1,525 PPP). We find a strong consumption response to transfers, with an increase in household monthly consumption from USD 158 PPP to USD 193 PPP nine months after the transfer began. Transfer recipients experience large increases in psychological wellbeing. We find no overall effect on levels of the stress hormone cortisol, although there are differences across some s...",Do not clean unless new source information resolves the disqualifying metadata signal.
RCTC-03293,Defer - low clinical or data confidence,not_qualified_before_cleaning,not_qualified_before_cleaning_queue.csv,11,human clinical/health trial not confirmed; positive signals: open reuse signal; publication link/DOI signal; randomized-trial signal; raw or participant-level data wording; participant/patient/subject wording,pass,pass,pass,unclear_or_fail,yes,no,yes,no,no,Preclinical Multi-center Randomized Controlled Trial of R-ketamine on Alcohol Relapse,Zenodo,cern.zenodo,10.5281/zenodo.13939055,https://zenodo.org/doi/10.5281/zenodo.13939055,2024,,Creative Commons Attribution 4.0 International cc-by-4.0 https://creativecommons.org/licenses/by/4.0/legalcode,,Raw Data for the manuscript,"Do not clean unless new source information confirms publication, individual randomization, open reuse, and participant-level data."
RCTC-05160,Defer - low clinical or data confidence,not_qualified_before_cleaning,not_qualified_before_cleaning_queue.csv,10,observational/non-randomized/secondary-analysis signal; protocol/material/instrument-only signal; positive signals: open reuse signal; publication link/DOI signal; randomized-trial signal; human clinical/health signal; tabular/file signal; raw or participant-level data wording; participant/patient/subject wording; treatment/group wording; outcome/endpoint wording,pass,pass,pass,pass,yes,yes,yes,yes,yes,Replication Data for: Effects of an Adapted Strength and Balance Training Program in Institutionalized and Community-Dwelling Older Adults: non-randomized clinical trial,Harvard Dataverse,gdcc.harvard-dv,10.7910/dvn/pmftdm,https://dataverse.harvard.edu/citation?persistentId=doi:10.7910/DVN/PMFTDM,2026,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet; text/plain,info:eu-repo/semantics/openAccess | Creative Commons Zero v1.0 Universal cc0-1.0 https://creativecommons.org/publicdomain/zero/1.0/legalcode,,"This dataset contains anonymized participant‑level data from a non‑randomized clinical trial investigating the effects of a 12‑week adapted strength‑and‑balance program (ABLE Training) on functional performance in community‑dwelling and institutionalized older adults. The file includes pre‑ and post‑intervention measurements for handgrip strength, five‑times sit‑to‑stand, 4‑meter fast gait speed, Timed Up and Go, Short Physical Performance Battery, and the Berg Balance Scale, along with group and time indicators. Data were collected following ethics approval (PUCPR protocol 75587523.5.0000.0020), with informed consent from all participants, and all identifiers were removed prior to public release. The dataset supports replication of the manuscript’s analyses and enables secondary exploration of exercise‑related functional adaptations in older adults across distinct care settings.",Do not clean unless new source information resolves the disqualifying metadata signal.
RCTC-04352,Defer - missing access/file certainty,not_qualified_before_cleaning,not_qualified_before_cleaning_queue.csv,10,non-data asset/erratum/slides/audio signal; positive signals: open reuse signal; publication link/DOI signal; randomized-trial signal; human clinical/health signal; participant/patient/subject wording; treatment/group wording; outcome/endpoint wording,pass,pass,pass,pass,no,no,yes,yes,yes,Erratum: Efficient Identification and Referral of Low-Income Women at High Risk for Hereditary Breast Cancer: A Practice-Based Approach,Karger Publishers,figshare.ars,10.6084/m9.figshare.5241397.v1,https://karger.figshare.com/articles/dataset/Erratum_Efficient_Identification_and_Referral_of_i_i_Low-Income_Women_at_High_Risk_for_Hereditary_Breast_Cancer_A_Practice-Based_Approach/5241397/1,2017,,Creative Commons Attribution 4.0 International cc-by-4.0 https://creativecommons.org/licenses/by/4.0/legalcode,IsSupplementTo:DOI:10.1159/000336419,"Background: Identification of low-income women with the rare but serious risk of hereditary cancer and their referral to appropriate services presents an important public health challenge. We report the results of formative research to reach thousands of women for efficient identification of those at high risk and expedient access to free genetic services. External validity is maximized by emphasizing intervention fit with the two end-user organizations who must connect to make this possible. This study phase informed the design of a subsequent randomized controlled trial. Methods: We conducted a randomized controlled pilot study (n = 38) to compare two intervention models for feasibility and impact. The main outcome was receipt of genetic counseling during a two-month intervention period. Model 1 was based on the usual outcall protocol of an academic hospital genetic risk program, an...",Do not clean unless new source information resolves the disqualifying metadata signal.
RCTC-04320,Defer - missing access/file certainty,not_qualified_before_cleaning,not_qualified_before_cleaning_queue.csv,10,non-data asset/erratum/slides/audio signal; positive signals: open reuse signal; publication link/DOI signal; randomized-trial signal; human clinical/health signal; participant/patient/subject wording; treatment/group wording; outcome/endpoint wording,pass,pass,pass,pass,no,no,yes,yes,yes,PowerPoint Slides for: Structured Exercise in Obese Diabetic Patients with Chronic Kidney Disease: A Randomized Controlled Trial,Karger Publishers,figshare.ars,10.6084/m9.figshare.3501635.v1,https://karger.figshare.com/articles/dataset/PowerPoint_Slides_for_Structured_Exercise_in_Obese_Diabetic_Patients_with_Chronic_Kidney_Disease_A_Randomized_Controlled_Trial/3501635/1,2016,,Creative Commons Attribution 4.0 International cc-by-4.0 https://creativecommons.org/licenses/by/4.0/legalcode,IsSupplementTo:DOI:10.1159/000447703,"Background: Patients with type 2 diabetes mellitus (DM), obesity, and chronic kidney disease (CKD) are generally physically inactive and may benefit from exercise. Our objective was to determine the effects of structured exercise on physical fitness, kidney function, endothelial function, inflammation, and body composition in such patients. Methods: In this randomized, controlled trial, 36 male patients (age 49-81) were randomly assigned to exercise + diet management (n = 18) or diet alone (n = 18). Participants were eligible if they had type 2 DM, body mass index >30 kg/m2, CKD stages 2-4, and persistent proteinuria (>200 mg/g creatinine for >3 months). The exercise intervention was a 12-week (3 days per week) program of aerobic and resistance training followed by 40 weeks of home exercise. The primary outcome measure was change from baseline in urine protein to creatinine ratio (UPC...",Do not clean unless new source information resolves the disqualifying metadata signal.
RCTC-02617,Defer - missing access/file certainty,not_qualified_before_cleaning,not_qualified_before_cleaning_queue.csv,10,non-data asset/erratum/slides/audio signal; positive signals: open reuse signal; publication link/DOI signal; randomized-trial signal; human clinical/health signal; participant/patient/subject wording; treatment/group wording; outcome/endpoint wording,pass,pass,pass,pass,no,no,yes,yes,yes,Supplementary Material for: Attenuated Psychophysiological Reactivity following Single-Session Group Imagery Rescripting versus Verbal Restructuring in Social Anxiety Disorder: Results from a Randomized Controlled Trial,Karger Publishers,figshare.ars,10.6084/m9.figshare.7275254.v1,https://karger.figshare.com/articles/Supplementary_Material_for_Attenuated_Psychophysiological_Reactivity_following_Single-Session_Group_Imagery_Rescripting_versus_Verbal_Restructuring_in_Social_Anxiety_Disorder_Results_from_a_Randomized_Controlled_Trial/7275254/1,2018,,Creative Commons Attribution 4.0 International cc-by-4.0 https://creativecommons.org/licenses/by/4.0/legalcode,IsSupplementTo:DOI:10.1159/000493897,"Background: The effectiveness of psychotherapies for social anxiety disorder (SAD) is typically evaluated using self- and clinician-reported symptom change, while biomarkers of treatment response are rarely measured. The current study aimed to compare biomarkers of response following two brief group interventions for SAD. Methods: This randomized controlled trial evaluated the effectiveness of single-session group interventions for SAD ( n = 58) – imagery rescripting (IR) and verbal restructuring (VR) versus waitlist control (WC). The IR intervention guided participants to rescript autobiographical memories through visualization whilst the VR intervention focused on thought challenging. Trial outcomes included change in psychophysiological reactivity (heart rate variability (HRV) and electrodermal responding) to social stress, and symptom-based measures (social interaction anxiety, ne...",Do not clean unless new source information resolves the disqualifying metadata signal.
RCTC-04394,Defer - missing access/file certainty,not_qualified_before_cleaning,not_qualified_before_cleaning_queue.csv,10,non-data asset/erratum/slides/audio signal; positive signals: open reuse signal; publication link/DOI signal; randomized-trial signal; human clinical/health signal; participant/patient/subject wording; treatment/group wording; outcome/endpoint wording,pass,pass,pass,pass,no,no,yes,yes,yes,Supplementary Material for: Clear Liquids versus Polyethylene Glycol Preparation for Video Capsule Endoscopy of the Small Bowel: A Randomized Controlled Trial,Karger Publishers,figshare.ars,10.6084/m9.figshare.7082990.v1,https://karger.figshare.com/articles/Supplementary_Material_for_Clear_Liquids_versus_Polyethylene_Glycol_Preparation_for_Video_Capsule_Endoscopy_of_the_Small_Bowel_A_Randomized_Controlled_Trial/7082990/1,2018,,Creative Commons Attribution 4.0 International cc-by-4.0 https://creativecommons.org/licenses/by/4.0/legalcode,IsSupplementTo:DOI:10.1159/000490942,"Background: An effective bowel cleanse can improve the imaging quality of video capsule endoscopy (VCE). We aimed to further investigate the optimal small bowel cleanse method by comparing the efficacy of 4 L of clear liquids, 2 L of polyethylene glycol (PEG), and 4 L of PEG on the image quality of VCE. Methods: A randomized controlled, non-inferiority trial was performed comparing 4 L of clear liquids (Group A), 2 L of PEG (Group B), and 4 L of PEG (Group C). The primary endpoint was image quality between the groups. The secondary endpoints included patient tolerability and side effects. Results: Eighty-one patients were analyzed in group A, 84 patients were analyzed in group B, and 80 patients were analyzed in group C. Image quality scores revealed 4 L of clear liquids to be non-inferior to 2 L of PEG, and 2 L of PEG to be non-inferior to 4 L of PEG ( p < 0.0167). Group A had a lowe...",Do not clean unless new source information resolves the disqualifying metadata signal.
