candidate_id,deferred_source_status,qualification_decision,review_queue,qualification_score,qualification_reasons,open_reuse_status,publication_status,randomization_status,human_clinical_status,raw_participant_data_signal,tabular_file_signal,participant_signal,treatment_signal,outcome_signal,title,publisher,repository_client,doi,url,publication_year,formats,rights_license_short,related_publications_short,description_short,next_action
RCTC-03187,Defer - missing access/file certainty,access_or_file_uncertain_defer,access_or_file_uncertain_queue.csv,16,positive signals: open reuse signal; publication link/DOI signal; randomized-trial signal; human clinical/health signal; raw or participant-level data wording; participant/patient/subject wording; publisher supplement requires file-level confirmation,pass,pass,pass,pass,yes,no,yes,no,no,"MOESM2 of The effects of vildagliptin compared with metformin on vascular endothelial function and metabolic parameters: a randomized, controlled trial (Sapporo Athero-Incretin Study 3)",Figshare,figshare.ars,10.6084/m9.figshare.c.3901471_d2,https://springernature.figshare.com/articles/dataset/MOESM2_of_The_effects_of_vildagliptin_compared_with_metformin_on_vascular_endothelial_function_and_metabolic_parameters_a_randomized_controlled_trial_Sapporo_Athero-Incretin_Study_3_/5487922,2017,,CC BY + CC0 https://creativecommons.org/licenses/by/4.0,IsSupplementTo:DOI:10.1186/s12933-017-0607-6,Additional file 2. All raw data in this study at week 0.,Keep deferred until a source-specific official download route or file manifest is identified.
RCTC-03186,Defer - missing access/file certainty,access_or_file_uncertain_defer,access_or_file_uncertain_queue.csv,16,positive signals: open reuse signal; publication link/DOI signal; randomized-trial signal; human clinical/health signal; raw or participant-level data wording; participant/patient/subject wording; publisher supplement requires file-level confirmation,pass,pass,pass,pass,yes,no,yes,no,no,"MOESM3 of The effects of vildagliptin compared with metformin on vascular endothelial function and metabolic parameters: a randomized, controlled trial (Sapporo Athero-Incretin Study 3)",Figshare,figshare.ars,10.6084/m9.figshare.c.3901471_d3,https://springernature.figshare.com/articles/dataset/MOESM3_of_The_effects_of_vildagliptin_compared_with_metformin_on_vascular_endothelial_function_and_metabolic_parameters_a_randomized_controlled_trial_Sapporo_Athero-Incretin_Study_3_/5487934,2017,,CC BY + CC0 https://creativecommons.org/licenses/by/4.0,IsSupplementTo:DOI:10.1186/s12933-017-0607-6,Additional file 3. All raw data in this study at week 12.,Keep deferred until a source-specific official download route or file manifest is identified.
RCTC-00684,Defer - missing access/file certainty,access_or_file_uncertain_defer,access_or_file_uncertain_queue.csv,16,positive signals: open reuse signal; publication link/DOI signal; randomized-trial signal; human clinical/health signal; raw or participant-level data wording; participant/patient/subject wording; publisher supplement requires file-level confirmation,pass,pass,pass,pass,yes,no,yes,no,no,"Additional file 1 of A double-blind randomised controlled trial on the effect of Tocovid, a tocotrienol-rich capsule on postoperative atrial fibrillation at the National Heart Institute, Kuala Lumpur: an interim blinded analysis",figshare,figshare.ars,10.6084/m9.figshare.17079443,https://springernature.figshare.com/articles/dataset/Additional_file_1_of_A_double-blind_randomised_controlled_trial_on_the_effect_of_Tocovid_a_tocotrienol-rich_capsule_on_postoperative_atrial_fibrillation_at_the_National_Heart_Institute_Kuala_Lumpur_an_interim_blinded_analysis/17079443,2021,,Creative Commons Attribution 4.0 International cc-by-4.0 https://creativecommons.org/licenses/by/4.0/legalcode,IsSupplementTo:DOI:10.1186/s13019-021-01721-6,Additional file 1. Set 1: Raw Data.,Keep deferred until a source-specific official download route or file manifest is identified.
RCTC-06052,Defer - missing access/file certainty,access_or_file_uncertain_defer,access_or_file_uncertain_queue.csv,15,positive signals: open reuse signal; publication link/DOI signal; randomized-trial signal; human clinical/health signal; participant/patient/subject wording; treatment/group wording; outcome/endpoint wording; publisher supplement requires file-level confirmation,pass,pass,pass,pass,no,no,yes,yes,yes,Acute effects of moderate-intensity continuous physical exercise performed with different amounts of muscle mass on executive function in healthy young adults: a randomized trial,"IfADo - Leibniz Research Centre for Working Environment and Human Factors, Dortmund",zbmed.ifado,10.17179/excli2023-6434/supplementary-data,https://www.excli.de/index.php/excli/article/view/6434,2023,,This is an Open Access article distributed under the terms of the Creative Commons Attribution License (https://creativecommons.org/licenses/by/4.0).,IsSupplementTo:DOI:10.17179/excli2023-6434,"We examined the effect of amount of muscle mass involved in moderate-intensity continuous physical exercise on executive function. To this end, fifty-five participants completed two acute physical exercise sessions on an airbike ergometer using the upper and lower limbs simultaneously and only the upper limbs, and a resting control session in a randomized order. The physical exercise session lasted 30 min and was performed at moderate intensity (between 64 %–76 % of maximal heart rate evaluated in graded maximal exercise testing). Participants took the Stroop test (congruent and incongruent trials) before and after the sessions to assess executive performance. For the congruent trial, both physical exercise interventions improved executive function performance (pre vs. post, p-value = 0.002 and 0.003 for physical exercise with upper limbs and physical exercise with upper and lower lim...",Keep deferred until a source-specific official download route or file manifest is identified.
RCTC-04185,Defer - missing access/file certainty,access_or_file_uncertain_defer,access_or_file_uncertain_queue.csv,15,positive signals: open reuse signal; publication link/DOI signal; randomized-trial signal; human clinical/health signal; participant/patient/subject wording; treatment/group wording; outcome/endpoint wording; publisher supplement requires file-level confirmation,pass,pass,pass,pass,no,no,yes,yes,yes,Rivaroxaban versus low-molecular weight heparin plus warfarin prevents portal vein system thrombosis after splenectomy and pericardial devascularization: A randomized clinical trial,"IfADo - Leibniz Research Centre for Working Environment and Human Factors, Dortmund",zbmed.ifado,10.17179/excli2020-3120/supplementary_data,https://www.excli.de/index.php/excli/article/view/3120,2021,,This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/4.0).,IsSupplementTo:DOI:10.17179/excli2020-3120,"This study aimed to evaluate the safety and efficacy of rivaroxaban in preventing portal vein system thrombosis (PVST) in patients with liver cirrhosis after splenectomy and pericardial devascularization. 70 cirrhotic patients undergoing splenectomy and pericardial devascularization were randomly assigned to rivaroxaban treatment (n=35) or low-molecular weight heparin (LMWH) plus warfarin treatment (n=35) for 30 days in this randomized controlled trial. The primary endpoint is the PVST formation. Ultrasound doctors and radiologists were blinded to the randomization results. Both groups received routine outpatient inspection every month and were followed for one year. 17 patients (48.6 %) in rivaroxaban group developed PVST, compared with 27 patients (77.1 %) in LMWH plus warfarin group (P=0.025). The incidence of PVST during the first year postoperation was significantly lower in riva...",Keep deferred until a source-specific official download route or file manifest is identified.
RCTC-04051,Defer - missing access/file certainty,access_or_file_uncertain_defer,access_or_file_uncertain_queue.csv,15,positive signals: open reuse signal; publication link/DOI signal; randomized-trial signal; human clinical/health signal; participant/patient/subject wording; treatment/group wording; outcome/endpoint wording; publisher supplement requires file-level confirmation,pass,pass,pass,pass,no,no,yes,yes,yes,"Supplementary Material for: A 6-Month Randomized Trial of a Smartphone Application, UControlDrink, in Aiding Recovery in Alcohol Use Disorder",Karger Publishers,figshare.ars,10.6084/m9.figshare.17048597.v1,https://karger.figshare.com/articles/dataset/Supplementary_Material_for_A_6-Month_Randomized_Trial_of_a_Smartphone_Application_UControlDrink_in_Aiding_Recovery_in_Alcohol_Use_Disorder/17048597/1,2021,,Creative Commons Attribution 4.0 International cc-by-4.0 https://creativecommons.org/licenses/by/4.0/legalcode,IsSupplementTo:DOI:10.1159/000519945,"Background and Aims: Alcohol use disorder (AUD) is a substantial problem, causing early death and great economic burden. Research has highlighted the potential positive impact of technological interventions, such as smartphone applications (app) in treatment of AUD. The aim of this study was to explore the effectiveness of a smartphone app, incorporating computerized cognitive behavioural therapy and text messaging support, on alcohol outcomes over 6 months in a post-rehabilitation setting. Methods: A total of 111 participants with AUD were recruited into this randomized controlled trial, following completion of a 30-day rehabilitation programme. The intervention group ( n = 54) used the smartphone app “UControlDrink” (UCD) over 6 months with treatment as usual (TAU), and the control group ( n = 57) received TAU. All subjects suffered from AUD as the primary disorder, with other major...",Keep deferred until a source-specific official download route or file manifest is identified.
RCTC-00759,Defer - missing access/file certainty,access_or_file_uncertain_defer,access_or_file_uncertain_queue.csv,15,positive signals: open reuse signal; publication link/DOI signal; randomized-trial signal; human clinical/health signal; participant/patient/subject wording; treatment/group wording; outcome/endpoint wording; publisher supplement requires file-level confirmation,pass,pass,pass,pass,no,no,yes,yes,yes,Supplementary Material for: A Double-Blind Randomised Controlled Trial of Fish Oil-Based versus Soy-Based Lipid Preparations in the Treatment of Infants with Parenteral Nutrition-Associated Cholestasis,Karger Publishers,figshare.ars,10.6084/m9.figshare.5126149.v1,https://karger.figshare.com/articles/dataset/Supplementary_Material_for_A_Double-Blind_Randomised_Controlled_Trial_of_Fish_Oil-Based_versus_Soy-Based_Lipid_Preparations_in_the_Treatment_of_Infants_with_Parenteral_Nutrition-Associated_Cholestasis/5126149/1,2014,,Creative Commons Attribution 4.0 International cc-by-4.0 https://creativecommons.org/licenses/by/4.0/legalcode,IsSupplementTo:DOI:10.1159/000358267,Background: Infants receiving prolonged parenteral nutrition (PN) are at risk of PN-associated cholestasis (PNAC). This can progress to hepatic failure and death if PN cannot be discontinued. Fish oil-based parenteral lipid preparation (FOLP) has been shown to be beneficial in case studies. Objectives: (1) To evaluate whether FOLP could halt or reverse the progression of PNAC compared with soy-based parenteral lipid preparation (SLP) and (2) to assess the effects of FOLP on liver function and physical growth. Methods: Design: double-blind randomised controlled trial. Setting: level III neonatal intensive care unit. Participants: infants with PNAC (plasma-conjugated bilirubin concentration ≥34 µmol/l or 2 mg/dl) expected to be PN-dependent for >2 weeks. Intervention: to receive either FOLP or SLP at 1.5 g/kg/day. Primary outcome measure: reversal of PNAC within 4 months after commencem...,Keep deferred until a source-specific official download route or file manifest is identified.
RCTC-02779,Defer - missing access/file certainty,access_or_file_uncertain_defer,access_or_file_uncertain_queue.csv,15,positive signals: open reuse signal; publication link/DOI signal; randomized-trial signal; human clinical/health signal; participant/patient/subject wording; treatment/group wording; outcome/endpoint wording; publisher supplement requires file-level confirmation,pass,pass,pass,pass,no,no,yes,yes,yes,"Supplementary Material for: A High-Intensity versus Moderate-Intensity exercise training program in Alpha-1 antitrypsin deficiency-related COPD (IMAC): a randomized, controlled trial.",Karger Publishers,figshare.ars,10.6084/m9.figshare.27261714.v1,https://karger.figshare.com/articles/dataset/Supplementary_Material_for_A_High-Intensity_versus_Moderate-Intensity_exercise_training_program_in_Alpha-1_antitrypsin_deficiency-related_COPD_IMAC_a_randomized_controlled_trial_/27261714/1,2024,,Creative Commons Attribution 4.0 International cc-by-4.0 https://creativecommons.org/licenses/by/4.0/legalcode,IsSupplementTo:DOI:10.1159/000541448,"Introduction: Training-induced adaptations of the oxidative capacity have been shown to be blunted in alpha-1 antitrypsin deficiency (AATD)-related chronic obstructive pulmonary disease (COPD). To improve training outcomes in AATD, this study was aimed to compare the effects of two exercise training programs with different training intensities. Methods: 30 patients with AATD (genotype PiZZ) and COPD III-IV were randomly assigned either to high-intensity (HIT) or moderate-intensity training (MIT), each consisting of endurance, strength and a squat training for a duration of 3 weeks. 6-minute walk distance (6MWD) was used as the primary outcome. Results: 25 subjects augmented with alpha-1 antitrypsin (HIT: n=12, FEV1 41.3±17.4%pred., MIT: n=13, FEV1 45.9±15.5%pred.) completed the study. In HIT and MIT, 6MWD (+37±43m vs. +32±28m, p=0.741), 1-minute sit-to-stand test (5.6±4.9 repetitions ...",Keep deferred until a source-specific official download route or file manifest is identified.
RCTC-04345,Defer - missing access/file certainty,access_or_file_uncertain_defer,access_or_file_uncertain_queue.csv,15,positive signals: open reuse signal; publication link/DOI signal; randomized-trial signal; human clinical/health signal; participant/patient/subject wording; treatment/group wording; outcome/endpoint wording; publisher supplement requires file-level confirmation,pass,pass,pass,pass,no,no,yes,yes,yes,Supplementary Material for: A Homeopathic Combination Preparation in the Treatment of Feverish Upper Respiratory Tract Infections: An International Randomized Controlled Trial,Karger Publishers,figshare.ars,10.6084/m9.figshare.5128048.v1,https://karger.figshare.com/articles/dataset/Supplementary_Material_for_A_Homeopathic_Combination_Preparation_in_the_Treatment_of_Feverish_Upper_Respiratory_Tract_Infections_An_International_Randomized_Controlled_Trial/5128048/1,2015,,Creative Commons Attribution 4.0 International cc-by-4.0 https://creativecommons.org/licenses/by/4.0/legalcode,IsSupplementTo:DOI:10.1159/000430762,"Background: Upper respiratory tract infections (URTI) are very common and associated with considerable healthcare costs. We evaluated the clinical benefit of a homeopathic add-on therapy. Patients and Methods: In this randomized controlled multinational clinical trial, patients (age range 1-65 years) with feverish URTI received either on-demand symptomatic standard treatment (ST group: paracetamol, ambroxol, and/or oxymetazoline), or homeopathic medication (IFC group: Influcid®) for 7 days plus the same on-demand standard treatment. URTI symptoms were assessed using the Wisconsin Upper Respiratory Symptom Survey-21. Response at day 4, defined as absence of fever and absence or very mild degree of URTI symptoms, was the primary outcome measure. Results: 523 patients (265 IFC group, 258 ST group) were randomized in 12 Ukrainian and 10 German centers. The responder rate on day 4 was 15.4...",Keep deferred until a source-specific official download route or file manifest is identified.
RCTC-04361,Defer - missing access/file certainty,access_or_file_uncertain_defer,access_or_file_uncertain_queue.csv,15,positive signals: open reuse signal; publication link/DOI signal; randomized-trial signal; human clinical/health signal; participant/patient/subject wording; treatment/group wording; outcome/endpoint wording; publisher supplement requires file-level confirmation,pass,pass,pass,pass,no,no,yes,yes,yes,"Supplementary Material for: A Multicenter, Randomized, Double-Blind, Placebo-Controlled Trial of Nalbuphine ER Tablets for Uremic Pruritus",Karger Publishers,figshare.ars,10.6084/m9.figshare.5711965,https://karger.figshare.com/articles/Supplementary_Material_for_A_Multicenter_Randomized_Double-Blind_Placebo-Controlled_Trial_of_Nalbuphine_ER_Tablets_for_Uremic_Pruritus/5711965,2017,,Creative Commons Attribution 4.0 International cc-by-4.0 https://creativecommons.org/licenses/by/4.0/legalcode,IsSupplementTo:DOI:10.1159/000484573,"Background: Pruritus is a distressing hallmark of the uremic condition, affecting approximately 60% of hemodialysis patients. Abnormal endogenous opioid ligand activity at μ and κ-opioid receptors has been postulated as a mechanism in uremic pruritus. Nalbuphine is a μ-opioid antagonist and κ-opioid agonist. Methods: In this multicenter, randomized, double-blind, placebo-controlled trial, 373 hemodialysis patients with moderate or severe uremic pruritus were randomized in a 1: 1:1 ratio to nalbuphine extended-release tablets 120 mg (NAL 120), 60 mg (NAL 60), or placebo and treated for 8 weeks. Three hundred seventy-one were analyzed for efficacy. The primary endpoint was the change from baseline to treatment weeks 7 and 8 in itching intensity on a Numerical Rating Scale (NRS, 0 [no itching]; 10 [worst possible itching]) using an intent-to-treat approach. The aim was to evaluate the sa...",Keep deferred until a source-specific official download route or file manifest is identified.
RCTC-06506,Defer - missing access/file certainty,access_or_file_uncertain_defer,access_or_file_uncertain_queue.csv,15,positive signals: open reuse signal; publication link/DOI signal; randomized-trial signal; human clinical/health signal; participant/patient/subject wording; treatment/group wording; outcome/endpoint wording; publisher supplement requires file-level confirmation,pass,pass,pass,pass,no,no,yes,yes,yes,Supplementary Material for: A Phase 2 Randomized Trial of Asleep versus Awake Subthalamic Nucleus Deep Brain Stimulation for Parkinson’s Disease,Karger Publishers,figshare.ars,10.6084/m9.figshare.13302257.v1,https://karger.figshare.com/articles/dataset/Supplementary_Material_for_A_Phase_2_Randomized_Trial_of_Asleep_versus_Awake_Subthalamic_Nucleus_Deep_Brain_Stimulation_for_Parkinson_s_Disease/13302257/1,2020,,Creative Commons Attribution 4.0 International cc-by-4.0 https://creativecommons.org/licenses/by/4.0/legalcode,IsSupplementTo:DOI:10.1159/000511424,"Objective: Asleep deep brain stimulation (DBS) for Parkinson’s disease (PD) is being performed more frequently; however, motor outcomes and safety of asleep DBS have never been assessed in a prospective randomized trial. Methods: We conducted a prospective, randomized, noncomparative trial to assess the motor outcomes of asleep DBS. Leads were implanted in the subthalamic nucleus (STN) according to probabilistic stereotactic coordinates with a surgical robot under O-arm © imaging guidance under either general anesthesia without microelectrode recordings (MER) (20 patients, asleep group) or local anesthesia with MER and clinical testing (9 patients, awake group). Results: The mean motor improvement rates on the Unified Parkinson’s Disease Rating Scale Part III (UPDRS-3) between OFF and ON stimulation without medication were 52.3% (95% CI: 45.4–59.2%) in the asleep group and 47.0% (95% ...",Keep deferred until a source-specific official download route or file manifest is identified.
